State FIPS,Area Name,Occupation Code,Occupation Name,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings
0, United States,29-1069,"Physicians and Surgeons, All Other",2014,347200,2024,398800,51700,14.9,14510
0, United States,29-1071,Physician Assistants,2014,94400,2024,123200,28700,30.4,5000
0, United States,29-1081,Podiatrists,2014,9600,2024,11000,1400,14.1,330
0, United States,29-1122,Occupational Therapists,2014,114600,2024,145100,30400,26.5,5260
0, United States,29-1123,Physical Therapists,2014,210900,2024,282700,71800,34,12830
0, United States,29-1124,Radiation Therapists,2014,16600,2024,18900,2300,14,620
0, United States,29-1125,Recreational Therapists,2014,18600,2024,20900,2200,12,660
0, United States,29-1126,Respiratory Therapists,2014,120700,2024,135500,14900,12.3,4330
0, United States,29-1127,Speech-Language Pathologists,2014,135400,2024,164300,28900,21.3,6310
0, United States,29-1128,Exercise Physiologists,2014,14500,2024,16000,1500,10.6,300
0, United States,29-1129,"Therapists, All Other",2014,24700,2024,30500,5800,23.6,830
0, United States,29-1131,Veterinarians,2014,78300,2024,85200,6900,8.9,1900
0, United States,29-1141,Registered Nurses,2014,2751000,2024,3190300,439300,16,108840
0, United States,29-1151,Nurse Anesthetists,2014,38200,2024,45600,7400,19.3,1640
0, United States,29-1161,Nurse Midwives,2014,5300,2024,6600,1300,24.6,250
0, United States,29-1171,Nurse Practitioners,2014,126900,2024,171700,44700,35.2,7470
0, United States,29-1181,Audiologists,2014,13200,2024,16900,3800,28.6,680
0, United States,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2014,50100,2024,56100,6000,12,1770
0, United States,29-2011,Medical and Clinical Laboratory Technologists,2014,164800,2024,187900,23100,14,6250
0, United States,29-2012,Medical and Clinical Laboratory Technicians,2014,163400,2024,192400,29000,17.8,6810
0, United States,29-2021,Dental Hygienists,2014,200500,2024,237900,37400,18.6,7030
0, United States,29-2031,Cardiovascular Technologists and Technicians,2014,52000,2024,63500,11500,22.2,2140
0, United States,29-2032,Diagnostic Medical Sonographers,2014,60700,2024,76700,16000,26.4,2750
0, United States,29-2033,Nuclear Medicine Technologists,2014,20700,2024,21000,300,1.5,420
0, United States,29-2034,Radiologic Technologists,2014,197000,2024,214200,17200,8.7,5440
0, United States,29-2035,Magnetic Resonance Imaging Technologists,2014,33600,2024,37100,3500,10.3,980
0, United States,29-2041,Emergency Medical Technicians and Paramedics,2014,241200,2024,299600,58500,24.2,9800
0, United States,29-2051,Dietetic Technicians,2014,29300,2024,33200,3900,13.3,680
0, United States,29-2052,Pharmacy Technicians,2014,372500,2024,407200,34700,9.3,7160
0, United States,29-2053,Psychiatric Technicians,2014,67900,2024,71400,3500,5.2,1020
0, United States,29-2054,Respiratory Therapy Technicians,2014,10700,2024,8700,-2100,-19.2,110
0, United States,29-2055,Surgical Technologists,2014,99800,2024,114500,14700,14.8,2460
0, United States,29-2056,Veterinary Technologists and Technicians,2014,95600,2024,113600,17900,18.7,2740
0, United States,29-2057,Ophthalmic Medical Technicians,2014,37000,2024,46100,9100,24.7,1280
0, United States,29-2061,Licensed Practical and Licensed Vocational Nurses,2014,719900,2024,837200,117300,16.3,32220
0, United States,29-2071,Medical Records and Health Information Technicians,2014,188600,2024,217600,29000,15.4,7120
0, United States,29-2081,"Opticians, Dispensing",2014,75200,2024,93000,17800,23.7,3790
0, United States,29-2091,Orthotists and Prosthetists,2014,8300,2024,10100,1900,22.6,270
0, United States,29-2092,Hearing Aid Specialists,2014,5900,2024,7500,1600,27.2,220
0, United States,29-2099,"Health Technologists and Technicians, All Other",2014,102200,2024,125900,23600,23.1,3380
0, United States,29-9011,Occupational Health and Safety Specialists,2014,70300,2024,73100,2800,4,1690
0, United States,29-9012,Occupational Health and Safety Technicians,2014,15100,2024,16500,1400,9.1,440
0, United States,29-9091,Athletic Trainers,2014,25400,2024,30800,5400,21.1,1040
0, United States,29-9092,Genetic Counselors,2014,2400,2024,3100,700,28.8,120
0, United States,29-9099,"Healthcare Practitioners and Technical Workers, All Other",2014,44200,2024,50300,6100,13.8,1490
0, United States,31-1011,Home Health Aides,2014,913500,2024,1261900,348400,38.1,55480
0, United States,31-1013,Psychiatric Aides,2014,77300,2024,81400,4100,5.3,2160
0, United States,31-1014,Nursing Assistants,2014,1492100,2024,1754100,262000,17.6,59900
0, United States,31-1015,Orderlies,2014,53000,2024,58800,5800,10.9,1780
0, United States,31-2011,Occupational Therapy Assistants,2014,33000,2024,47100,14100,42.7,2360
0, United States,31-2012,Occupational Therapy Aides,2014,8800,2024,11600,2700,30.6,530
0, United States,31-2021,Physical Therapist Assistants,2014,78700,2024,110700,31900,40.6,5470
0, United States,31-2022,Physical Therapist Aides,2014,50000,2024,69500,19500,39,3400
0, United States,31-9011,Massage Therapists,2014,168800,2024,205200,36500,21.6,4900
0, United States,31-9091,Dental Assistants,2014,318800,2024,377400,58600,18.4,13750
0, United States,31-9092,Medical Assistants,2014,591300,2024,730200,138900,23.5,26210
0, United States,31-9093,Medical Equipment Preparers,2014,52000,2024,59300,7300,14,1810
0, United States,31-9094,Medical Transcriptionists,2014,70000,2024,67800,-2200,-3.1,1460
0, United States,31-9095,Pharmacy Aides,2014,41500,2024,41600,100,0.3,880
0, United States,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2014,73400,2024,80000,6600,9,2190
0, United States,31-9097,Phlebotomists,2014,112700,2024,140800,28100,24.9,5160
0, United States,31-9099,"Healthcare Support Workers, All Other",2014,102700,2024,114700,12000,11.7,3340
0, United States,33-1011,First-Line Supervisors of Correctional Officers,2014,47600,2024,49100,1500,3.1,1530
0, United States,33-1012,First-Line Supervisors of Police and Detectives,2014,108100,2024,112700,4500,4.2,4300
0, United States,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2014,63500,2024,66800,3300,5.2,3340
0, United States,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2014,68700,2024,71900,3200,4.6,2070
0, United States,33-2011,Firefighters,2014,327300,2024,344700,17400,5.3,11230
0, United States,33-2021,Fire Inspectors and Investigators,2014,12400,2024,13100,700,5.5,430
0, United States,33-2022,Forest Fire Inspectors and Prevention Specialists,2014,1700,2024,2000,200,13.1,70
0, United States,33-3011,Bailiffs,2014,17300,2024,18100,800,4.7,560
0, United States,33-3012,Correctional Officers and Jailers,2014,457600,2024,474700,17100,3.7,14300
0, United States,33-3021,Detectives and Criminal Investigators,2014,116700,2024,115300,-1400,-1.2,2830
0, United States,33-3031,Fish and Game Wardens,2014,6200,2024,6300,100,1.9,200
0, United States,33-3041,Parking Enforcement Workers,2014,9400,2024,7400,-2000,-20.8,280
0, United States,33-3051,Police and Sheriff's Patrol Officers,2014,680000,2024,714200,34200,5,25840
0, United States,33-3052,Transit and Railroad Police,2014,3600,2024,3700,100,3.5,130
0, United States,33-9011,Animal Control Workers,2014,15000,2024,15900,900,5.8,430
0, United States,33-9021,Private Detectives and Investigators,2014,34900,2024,36700,1800,5.2,1100
0, United States,33-9031,Gaming Surveillance Officers and Gaming Investigators,2014,7000,2024,6600,-500,-7,100
0, United States,33-9032,Security Guards,2014,1095400,2024,1150900,55500,5.1,20960
0, United States,33-9091,Crossing Guards,2014,69800,2024,74200,4500,6.4,1700
0, United States,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2014,141300,2024,150800,9500,6.7,2940
0, United States,33-9093,Transportation Security Screeners,2014,46600,2024,42400,-4200,-9,660
0, United States,33-9099,"Protective Service Workers, All Other",2014,113800,2024,120400,6600,5.8,2260
0, United States,35-1011,Chefs and Head Cooks,2014,127500,2024,138800,11300,8.9,3040
0, United States,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2014,890100,2024,978600,88500,9.9,35290
0, United States,35-2011,"Cooks, Fast Food",2014,524400,2024,444000,-80400,-15.3,13870
0, United States,35-2012,"Cooks, Institution and Cafeteria",2014,417600,2024,443900,26300,6.3,13680
0, United States,35-2013,"Cooks, Private Household",2014,35900,2024,36200,200,0.6,970
0, United States,35-2014,"Cooks, Restaurant",2014,1109700,2024,1268700,158900,14.3,45250
0, United States,35-2015,"Cooks, Short Order",2014,181600,2024,172300,-9300,-5.1,4800
0, United States,35-2019,"Cooks, All Other",2014,21500,2024,22800,1300,6,700
0, United States,35-2021,Food Preparation Workers,2014,873900,2024,928800,54800,6.3,29830
0, United States,35-3011,Bartenders,2014,580900,2024,640900,60100,10.3,27830
0, United States,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",2014,3159700,2024,3503200,343500,10.9,136460
0, United States,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2014,481200,2024,510000,28900,6,31810
0, United States,35-3031,Waiters and Waitresses,2014,2465100,2024,2534000,68900,2.8,125500
0, United States,35-3041,"Food Servers, Nonrestaurant",2014,253100,2024,287000,33800,13.4,9600
0, United States,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2014,415300,2024,440700,25400,6.1,23300
0, United States,35-9021,Dishwashers,2014,507400,2024,487900,-19500,-3.9,21930
0, United States,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2014,376400,2024,393200,16700,4.4,28380
0, United States,35-9099,"Food Preparation and Serving Related Workers, All Other",2014,46100,2024,49600,3500,7.7,2660
0, United States,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2014,247900,2024,262800,14900,6,5400
0, United States,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2014,178000,2024,187400,9400,5.3,3900
0, United States,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2014,2360600,2024,2496900,136300,5.8,60520
0, United States,37-2012,Maids and Housekeeping Cleaners,2014,1457700,2024,1569400,111700,7.7,45940
0, United States,37-2019,"Building Cleaning Workers, All Other",2014,16900,2024,17700,800,4.8,420
0, United States,37-2021,Pest Control Workers,2014,74100,2024,73200,-900,-1.2,1860
0, United States,37-3011,Landscaping and Groundskeeping Workers,2014,1167800,2024,1239600,71700,6.1,28230
0, United States,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2014,36400,2024,37800,1400,3.8,790
0, United States,37-3013,Tree Trimmers and Pruners,2014,53200,2024,56200,3000,5.6,1260
0, United States,37-3019,"Grounds Maintenance Workers, All Other",2014,24500,2024,26100,1600,6.4,600
0, United States,39-1011,Gaming Supervisors,2014,27800,2024,28000,200,0.7,940
0, United States,39-1012,Slot Supervisors,2014,7100,2024,6900,-200,-3.2,240
0, United States,39-1021,First-Line Supervisors of Personal Service Workers,2014,255800,2024,283800,28000,10.9,7640
0, United States,39-2011,Animal Trainers,2014,36800,2024,40900,4100,11.1,1740
0, United States,39-2021,Nonfarm Animal Caretakers,2014,204800,2024,226400,21600,10.6,6380
0, United States,39-3011,Gaming Dealers,2014,68500,2024,68900,400,0.6,1880
0, United States,39-3012,Gaming and Sports Book Writers and Runners,2014,11500,2024,11900,400,3.4,350
0, United States,39-3019,"Gaming Service Workers, All Other",2014,13200,2024,13400,200,1.6,370
0, United States,39-3021,Motion Picture Projectionists,2014,6700,2024,5500,-1200,-18.2,270
0, United States,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2014,113900,2024,120000,6100,5.3,7790
0, United States,39-3091,Amusement and Recreation Attendants,2014,288600,2024,310900,22300,7.7,14320
0, United States,39-3092,Costume Attendants,2014,6200,2024,6700,500,8.8,310
0, United States,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2014,18600,2024,19400,900,4.7,860
0, United States,39-3099,"Entertainment Attendants and Related Workers, All Other",2014,16900,2024,19800,2900,17.1,1000
0, United States,39-4011,Embalmers,2014,3800,2024,3600,-200,-6.1,80
0, United States,39-4021,Funeral Attendants,2014,36100,2024,35700,-400,-1.2,790
0, United States,39-4031,"Morticians, Undertakers, and Funeral Directors",2014,31100,2024,33200,2100,6.7,890
0, United States,39-5011,Barbers,2014,59200,2024,65100,6000,10.1,1700
0, United States,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2014,597200,2024,655600,58400,9.8,21210
0, United States,39-5091,"Makeup Artists, Theatrical and Performance",2014,3600,2024,4300,700,19.2,100
0, United States,39-5092,Manicurists and Pedicurists,2014,113600,2024,125300,11700,10.3,2060
0, United States,39-5093,Shampooers,2014,23800,2024,26200,2500,10.3,430
0, United States,39-5094,Skincare Specialists,2014,55000,2024,61600,6600,12.1,1090
0, United States,39-6011,Baggage Porters and Bellhops,2014,43600,2024,47100,3500,8,1240
0, United States,39-6012,Concierges,2014,31200,2024,34400,3300,10.4,960
0, United States,39-7011,Tour Guides and Escorts,2014,43500,2024,45700,2200,5.1,1930
0, United States,39-7012,Travel Guides,2014,3900,2024,3900,0,0,150
0, United States,39-9011,Childcare Workers,2014,1260600,2024,1329900,69300,5.5,44130
0, United States,39-9021,Personal Care Aides,2014,1768400,2024,2226500,458100,25.9,60110
0, United States,39-9031,Fitness Trainers and Aerobics Instructors,2014,279100,2024,302500,23400,8.4,7490
0, United States,39-9032,Recreation Workers,2014,379300,2024,418300,38900,10.3,10890
0, United States,39-9041,Residential Advisors,2014,103700,2024,117900,14100,13.6,4570
0, United States,39-9099,"Personal Care and Service Workers, All Other",2014,93200,2024,99100,5900,6.3,2690
0, United States,41-1011,First-Line Supervisors of Retail Sales Workers,2014,1537800,2024,1605400,67600,4.4,41130
0, United States,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2014,430700,2024,451000,20300,4.7,6990
0, United States,41-2011,Cashiers,2014,3424200,2024,3491100,67000,2,152380
0, United States,41-2012,Gaming Change Persons and Booth Cashiers,2014,13300,2024,11900,-1400,-10.9,570
0, United States,41-2021,Counter and Rental Clerks,2014,442100,2024,458500,16300,3.7,12580
0, United States,41-2022,Parts Salespersons,2014,234700,2024,251500,16800,7.2,6890
0, United States,41-2031,Retail Salespersons,2014,4624900,2024,4939100,314200,6.8,191720
0, United States,41-3011,Advertising Sales Agents,2014,167900,2024,163400,-4500,-2.7,4980
0, United States,41-3021,Insurance Sales Agents,2014,466100,2024,509500,43500,9.3,16580
0, United States,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2014,341500,2024,374000,32500,9.5,9140
0, United States,41-3041,Travel Agents,2014,74100,2024,65400,-8700,-11.7,1150
0, United States,41-3099,"Sales Representatives, Services, All Other",2014,853500,2024,924100,70600,8.3,25240
0, United States,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2014,347800,2024,371700,23800,6.9,9540
0, United States,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2014,1453100,2024,1546500,93400,6.4,39230
0, United States,41-9011,Demonstrators and Product Promoters,2014,93000,2024,101300,8200,8.9,3580
0, United States,41-9012,Models,2014,5800,2024,5800,0,-0.2,170
0, United States,41-9021,Real Estate Brokers,2014,83900,2024,85400,1500,1.8,730
0, United States,41-9022,Real Estate Sales Agents,2014,337400,2024,346800,9400,2.8,3300
